order_item_id,order_id,product_id,quantity,unit_price
123,48,20,1,116.39
124,48,1,2,200.1
125,48,18,4,40.24
126,48,4,2,183.25
127,49,4,4,139.86
128,49,21,4,16.3
129,49,3,4,145.12
130,50,21,2,14.84
131,51,10,3,136.79
132,51,8,2,38.45
133,52,17,1,254.16
134,53,13,1,138.94
135,54,12,1,50.51
136,54,12,3,61.09
137,54,8,1,40.63
138,54,25,3,112.25
139,55,2,3,22.97
140,55,27,4,230.6
141,56,21,2,13.08
142,56,3,4,181.55
143,56,2,1,22.46
144,56,26,1,113.46
145,57,10,4,141.11
146,57,9,2,47.84
147,57,10,1,133.17
148,58,9,3,49.64
149,58,14,4,252.62
150,58,13,2,115.55
151,59,23,3,192.48
152,59,26,4,108.16
153,59,3,2,164.37
154,59,18,1,32.21
155,60,11,3,47.54
156,61,20,2,152.36
157,61,23,4,188.79
158,61,2,3,26.21
159,61,20,3,166.52
160,62,3,4,178.85
161,63,17,2,240.69
162,63,1,4,191.25
163,63,2,2,21.01
164,64,12,1,53.07
165,64,20,4,123.87
166,64,12,1,52.85
167,65,17,3,207.0
168,65,21,1,13.59
169,66,24,4,60.49
170,67,9,4,62.96
171,68,20,4,130.55
172,68,7,1,176.49
173,69,6,4,213.11
174,69,3,3,187.24
175,69,22,1,31.82
176,69,18,3,35.3
177,70,23,2,207.07
178,70,26,2,120.82
179,71,7,2,225.26
180,72,1,3,208.32
181,72,15,2,32.54
182,72,20,1,160.77
183,72,10,4,135.23
184,73,25,1,105.53
185,73,5,1,30.15
186,73,15,3,29.0
187,73,5,2,29.28
188,74,14,1,222.0
189,74,27,2,189.96
190,75,6,2,164.03
191,75,12,3,64.24
192,75,3,3,153.53
193,76,21,1,13.72
194,76,17,2,228.26
195,77,22,3,35.15
196,77,27,1,252.63
197,78,3,3,141.19
198,79,25,1,111.87
199,79,16,3,234.36
200,80,16,4,187.02
201,80,10,1,138.01
202,80,6,4,182.53
203,81,7,2,192.34
204,81,11,3,50.76
205,81,24,3,80.0
206,81,13,3,106.43
207,82,11,1,40.81
208,83,15,1,26.71
209,83,2,4,22.43
210,83,20,2,137.24
211,84,19,2,181.52
212,84,25,4,95.79
213,84,16,4,233.63
214,85,3,4,195.35
215,86,7,1,210.05
216,86,2,4,22.35
217,87,18,1,28.67
218,87,14,3,192.78
219,87,24,4,64.86
220,88,2,2,23.39
221,88,12,1,56.44
222,88,13,3,122.78
223,89,5,4,30.18
224,90,26,3,149.2
225,90,25,4,95.2
226,90,17,1,181.64
227,91,23,4,181.17
228,91,17,2,213.98
229,92,20,4,132.21
230,92,20,3,153.46
231,92,19,4,158.41
232,93,16,3,228.98
233,93,11,4,47.74
234,93,19,1,156.68
235,94,9,2,66.89
236,94,24,4,57.21
237,94,6,4,188.16
238,94,5,2,28.77
239,95,19,1,195.17
240,96,1,4,214.6
241,96,5,2,25.0
242,97,17,4,238.66
243,97,24,2,73.66
244,97,17,3,194.61
245,97,22,4,33.4
246,98,6,3,183.86
247,98,18,3,32.97
248,98,20,2,140.57
249,99,18,3,32.27
250,99,25,2,100.84
251,99,23,3,206.76
252,100,12,3,56.58
253,100,10,4,121.38
254,100,13,2,136.54
255,100,10,1,117.38
256,101,15,4,30.99
257,101,7,3,182.28
258,101,18,2,37.21
259,102,20,2,153.53
260,103,2,2,25.72
261,103,21,1,13.35
262,104,11,1,48.44
263,104,22,1,36.91
264,104,18,2,40.71
265,104,14,4,233.88
266,105,21,3,13.17
267,105,11,1,41.51
268,105,25,2,93.07
269,105,18,1,37.74
270,106,14,2,252.05
271,106,2,4,28.55
272,107,6,3,215.64
273,107,2,1,20.0
274,107,11,4,41.5
275,107,5,4,29.04
276,108,7,3,226.48
277,108,6,3,201.95
278,108,23,3,171.06
279,109,19,2,178.72
280,109,6,4,193.94
281,109,27,3,213.74
282,110,13,2,130.01
283,111,16,2,192.81
284,111,1,2,200.48
285,112,25,3,99.98
286,112,10,1,144.47
287,112,9,2,60.48
288,112,2,4,25.7
289,113,6,3,180.25
290,113,23,3,166.33
291,113,12,2,57.65
292,114,16,3,180.28
293,114,14,4,237.77
294,115,25,1,99.22
295,115,17,3,213.19
296,116,19,2,144.94
297,117,6,4,175.1
298,117,4,4,177.54
299,118,17,1,213.09
300,119,5,4,25.92
301,119,19,4,141.66
302,119,22,1,37.35
303,119,13,1,111.85
304,120,19,4,142.58
305,120,12,1,59.35
306,121,16,4,171.36
307,122,25,4,94.86
308,122,12,4,65.13
309,123,13,2,117.15
310,123,21,1,16.65
311,123,6,4,219.39
312,123,17,2,188.4
313,124,25,3,90.47
314,125,22,4,36.29
315,125,18,2,33.28
316,125,8,2,36.98
317,125,9,1,50.95
318,126,26,1,134.38
319,127,7,1,172.46
320,127,15,1,30.38
321,128,24,4,57.04
322,128,8,1,38.04
323,129,17,2,255.62
324,129,27,3,252.04
325,130,8,2,34.85
326,130,22,4,33.91
327,130,10,2,129.07
328,131,18,3,34.72
329,131,21,3,15.66
330,131,23,2,186.9
331,131,10,4,134.14
332,132,8,2,34.84
333,132,26,1,125.43
334,133,14,2,226.31
335,133,13,2,111.34
336,133,11,4,47.31
337,133,12,2,47.32
338,134,9,1,54.82
339,135,7,2,226.17
340,136,7,3,230.9
341,136,10,1,163.24
342,136,7,1,235.83
343,136,24,4,80.28
344,137,23,2,199.84
345,137,13,3,140.77
346,138,13,3,121.12
347,138,10,4,128.39
348,138,15,4,25.15
349,139,7,4,194.56
350,139,2,2,24.79
351,139,24,3,59.51
352,140,10,3,122.91
353,140,8,2,35.9
354,140,16,3,209.49
355,140,9,4,62.72
356,141,15,3,25.88
357,141,6,4,162.56
358,141,6,1,214.33
359,141,17,1,181.14
360,142,25,2,89.83
361,143,3,1,181.02
362,143,7,3,204.4
363,144,20,4,148.33
364,145,1,4,180.58
365,145,1,3,181.38
366,145,18,1,40.71
367,145,17,4,241.63
368,146,4,2,191.7
369,146,8,3,33.38
370,147,9,1,63.37
371,147,12,4,64.47
372,147,19,2,152.81
373,148,22,1,37.6
374,148,21,1,17.35
375,148,3,4,162.84
376,149,2,2,25.43
377,149,3,4,168.54
378,149,21,1,16.25
379,149,17,2,249.85
380,150,23,4,219.32
381,150,9,1,48.05
382,151,18,1,35.56
383,151,6,3,215.12
384,151,1,2,255.34
385,152,3,2,156.46
386,152,19,4,188.35
387,152,22,3,38.42
388,152,13,2,133.79
389,153,17,3,236.37
390,154,4,1,163.05
391,155,20,4,154.95
392,155,25,3,102.3
393,155,26,4,149.47
394,156,12,4,56.43
395,156,14,4,196.88
396,157,25,2,113.68
397,158,3,4,154.58
398,159,24,3,65.44
399,159,4,3,142.46
400,160,12,1,60.55
401,160,5,4,22.0
402,160,15,4,29.96
403,160,4,3,138.58
404,161,20,3,146.32
405,162,1,4,202.92
406,162,25,2,92.88
407,162,19,4,169.51
408,162,6,3,162.49
409,163,16,2,179.75
410,163,14,3,204.03
411,163,16,3,226.55
412,164,8,4,40.46
413,164,20,4,147.26
414,164,4,1,145.08
415,165,11,4,50.44
416,165,26,4,143.55
417,165,11,2,43.84
418,165,10,2,131.35
419,166,11,4,39.78
420,166,11,4,41.61
421,166,19,3,185.18
422,166,13,4,112.98
423,167,4,2,192.53
424,167,19,2,198.12
425,167,22,1,36.87
426,168,23,3,172.68
427,168,27,4,234.52
428,168,22,3,33.65
429,168,8,2,34.19
430,169,26,4,121.52
431,169,20,4,140.32
432,169,18,4,34.86
433,169,18,3,29.02
434,170,4,3,182.82
435,171,21,4,15.35
436,171,25,4,102.5
437,172,1,2,187.79
438,173,15,4,28.04
439,173,25,2,116.05
440,174,1,3,217.86
441,174,14,1,255.08
442,174,4,2,186.53
443,175,10,2,132.47
444,175,17,4,216.0
445,175,4,4,163.11
446,176,3,1,156.52
447,176,1,1,246.55
448,176,22,2,37.26
449,177,18,4,30.55
450,177,15,4,26.55
451,178,6,4,195.91
452,178,13,2,101.98
453,179,19,1,164.01
454,179,23,3,173.03
455,179,25,1,117.0
456,179,19,2,144.31
457,180,11,1,40.09
458,180,9,4,60.83
459,180,17,3,253.48
460,181,20,1,135.95
461,181,12,4,52.46
462,181,20,3,124.84
463,181,20,2,145.92
464,182,4,1,151.22
465,182,6,2,178.11
466,182,17,2,208.67
467,183,14,2,196.88
468,183,18,3,30.64
469,183,5,4,22.92
470,183,20,3,118.83
471,184,16,4,179.06
472,185,14,4,236.4
473,185,23,4,216.04
474,185,6,1,158.75
475,185,26,3,138.96
476,186,9,3,51.7
477,187,25,4,107.4
478,187,18,1,34.91
479,188,25,3,110.74
480,188,18,1,38.78
481,188,25,2,117.59
482,189,4,2,180.85
483,189,10,1,159.12
484,189,15,1,26.87
485,189,15,1,33.19
486,190,7,3,226.61
487,190,23,4,200.24
488,191,20,2,123.16
489,191,27,1,196.44
490,192,18,2,32.06
491,192,11,3,52.64
492,192,10,1,143.98
493,193,25,1,120.19
494,193,9,2,64.85
495,194,8,3,32.77
496,194,27,4,199.63
497,195,5,3,26.52
498,195,21,4,14.3
499,195,3,1,176.59
500,195,13,3,123.28
501,196,15,3,34.08
502,196,19,1,138.34
503,196,24,3,79.61
504,197,26,2,128.67
505,198,27,3,196.83
506,198,11,3,50.23
507,198,18,4,35.74
508,198,26,1,120.01
509,199,4,4,174.31
510,200,4,2,192.38
511,201,15,4,24.12
512,201,7,2,240.09
513,201,21,3,13.71
514,201,3,3,177.85
515,202,12,2,58.64
516,203,13,2,128.1
517,204,21,1,12.6
518,204,1,1,196.78
519,204,5,4,26.67
520,204,1,3,180.7
521,205,14,4,237.14
522,206,8,1,35.94
523,207,11,3,42.83
524,208,13,2,134.57
525,208,21,2,17.35
526,209,17,2,222.23
527,210,12,2,59.78
528,210,14,4,230.97
529,210,7,1,173.87
530,210,5,4,28.13
531,211,14,2,207.08
532,211,8,1,34.52
533,211,8,3,38.22
534,212,22,2,38.17
535,213,24,1,65.49
536,213,26,2,145.17
537,214,13,4,105.64
538,214,21,1,15.25
539,214,12,2,63.97
540,214,13,4,138.4
541,215,18,4,37.05
542,215,25,1,92.43
543,215,1,1,200.59
544,216,26,3,122.47
545,217,14,1,237.76
546,217,21,2,14.95
547,217,9,1,48.8
548,217,17,2,249.99
549,218,13,1,126.38
550,218,10,2,150.29
551,218,2,4,22.04
552,219,15,1,30.54
553,220,22,2,36.56
554,220,4,2,137.77
555,220,23,4,159.03
556,221,17,3,218.66
557,221,6,3,178.01
558,221,24,1,77.53
559,222,26,1,123.9
560,222,9,1,61.68
561,222,16,3,202.48
562,223,16,2,232.18
563,224,6,1,170.23
564,224,19,1,178.7
565,224,8,1,40.73
566,225,1,4,199.21
567,226,13,2,141.0
568,226,2,4,24.71
569,226,8,4,35.12
570,227,9,3,64.0
571,227,4,1,166.92
572,227,6,1,168.11
573,228,3,3,191.24
574,228,25,3,122.49
575,228,3,1,171.74
576,228,12,3,49.46
577,229,15,4,27.98
578,229,25,2,119.81
579,230,1,1,253.06
580,230,8,1,38.06
581,231,1,4,239.48
582,231,24,1,73.65
583,231,7,2,206.15
584,232,16,2,239.66
585,232,23,1,177.5
586,232,8,4,42.83
587,232,23,4,219.87
588,233,19,2,143.94
589,234,3,1,174.08
590,234,14,2,234.64
591,234,8,3,34.72
592,234,26,3,122.25
593,235,15,1,26.97
594,235,7,1,177.47
595,235,5,4,22.17
596,236,11,3,43.45
597,236,25,3,97.67
598,236,15,1,26.89
599,236,3,3,147.94
600,237,7,3,228.45
601,238,3,3,181.26
602,238,13,3,123.19
603,239,27,1,257.86
604,239,13,2,138.12
605,239,4,2,164.53
606,240,1,2,184.9
607,241,7,3,227.56
608,241,22,1,35.22
609,242,27,1,186.1
610,242,7,4,233.3
611,242,26,3,110.25
612,243,2,1,28.08
613,244,19,4,164.22
614,244,16,4,171.19
615,245,12,2,49.74
616,245,9,2,52.82
617,246,20,2,147.39
618,247,16,4,199.3
619,247,2,4,20.68
620,247,5,2,25.06
621,248,13,3,134.94
622,249,18,3,38.27
623,249,19,4,168.38
624,249,9,3,50.77
625,249,20,3,127.19
626,250,26,3,149.42
627,251,6,2,159.91
628,251,9,1,58.02
629,252,19,4,189.06
630,252,12,2,63.99
631,253,8,3,38.75
632,253,19,3,139.89
633,254,19,4,195.18
634,254,18,4,32.4
635,255,3,2,141.83
636,256,17,3,215.61
637,257,26,2,110.33
638,257,26,3,142.73
639,258,1,2,191.63
640,259,17,1,245.32
641,260,23,4,223.06
642,260,19,3,144.27
643,260,11,2,39.12
644,261,26,4,133.43
645,261,21,3,13.79
646,261,8,2,39.72
647,261,13,3,114.14
648,262,6,4,201.8
649,262,25,1,127.18
650,263,20,2,132.19
651,263,21,4,15.1
652,264,11,2,48.89
653,264,12,2,64.93
654,265,27,3,235.78
655,266,1,2,200.83
656,266,23,3,162.92
657,266,26,1,109.31
658,266,2,4,23.26
659,267,14,4,221.23
660,267,12,1,56.29
661,268,26,2,143.63
662,268,6,1,183.3
663,268,10,3,116.28
664,268,4,2,141.43
665,269,6,1,202.01
666,269,11,4,46.46
667,269,23,2,160.38
668,269,20,2,161.05
669,270,4,2,156.73
670,271,23,3,196.38
671,271,22,2,31.03
672,271,4,4,139.97
673,271,5,1,21.7
674,272,3,4,156.18
675,272,7,2,174.62
676,272,6,1,195.76
677,272,16,3,231.04
678,273,16,3,204.97
679,273,3,4,177.09
680,273,6,4,177.96
681,273,12,1,49.18
682,274,15,2,28.99
683,274,27,1,201.27
684,274,5,1,28.13
685,275,22,4,31.78
686,276,18,4,29.32
687,276,27,4,221.18
688,277,16,4,190.99
689,277,23,2,160.64
690,278,25,2,107.08
691,279,26,1,113.16
692,279,14,4,188.38
693,280,27,3,229.38
694,280,11,1,51.55
695,281,13,3,125.07
696,282,17,1,214.07
697,282,26,4,136.2
698,282,4,2,161.7
699,283,4,1,170.53
700,284,18,4,39.5
701,284,9,4,54.94
702,284,19,1,174.78
703,285,9,4,55.34
704,285,2,3,23.35
705,286,2,3,26.38
706,286,12,3,45.89
707,287,9,1,64.35
708,287,8,4,32.61
709,287,25,3,121.75
710,288,20,2,148.72
711,288,15,4,26.33
712,288,24,3,67.75
713,288,27,2,184.63
714,289,10,4,150.84
715,290,25,1,122.74
716,290,6,2,166.08
717,291,8,1,31.25
718,292,23,3,171.95
719,292,27,4,216.6
720,292,21,1,16.99
721,293,12,4,55.16
722,293,6,4,217.23
723,294,12,3,48.73
724,294,24,1,76.17
725,294,10,1,116.65
726,295,19,2,185.05
727,295,8,2,39.48
728,296,21,1,14.28
729,296,25,1,127.26
730,296,16,2,236.01
731,297,8,3,34.19
732,298,14,3,253.1
733,298,15,4,26.76
734,298,10,4,149.22
735,299,1,3,220.11
736,300,10,4,149.58
737,300,3,3,158.69
738,300,21,3,13.83
739,301,21,3,15.87
740,301,7,2,178.48
741,301,2,4,26.89
742,302,22,1,29.33
743,302,21,3,14.74
744,302,9,4,65.66
745,303,24,2,56.82
746,303,11,2,48.59
747,303,22,4,34.07
748,303,22,3,31.96
749,304,27,2,231.76
750,304,10,2,120.17
751,305,24,2,75.63
752,305,22,1,38.46
753,305,8,3,35.57
754,306,26,3,144.67
755,306,9,4,59.08
756,306,4,1,165.04
757,306,16,1,234.39
758,307,17,1,201.67
759,307,5,2,22.46
760,307,11,4,43.5
761,307,5,2,24.11
762,308,16,2,193.47
763,309,21,4,12.43
764,309,9,2,51.38
765,309,19,4,184.13
766,310,5,4,26.86
767,311,14,4,258.63
768,311,1,2,183.02
769,311,24,1,65.04
770,311,11,2,49.08
771,312,22,2,27.7
772,313,23,3,218.59
773,313,5,3,22.14
774,314,3,3,188.04
775,314,10,3,138.13
776,315,22,3,39.61
777,315,16,2,195.43
778,315,6,4,216.4
779,315,1,2,197.95
780,316,24,2,56.49
781,316,4,1,158.85
782,317,21,1,13.47
783,317,20,1,166.35
784,317,21,1,16.53
785,317,23,4,166.22
786,318,4,4,169.61
787,318,23,1,168.79
788,318,10,1,136.37
789,318,22,2,33.9
790,319,27,1,250.64
791,319,10,1,120.99
792,319,16,2,183.63
793,319,25,2,99.83
794,320,23,2,186.44
795,320,2,2,24.66
796,320,23,3,222.46
797,321,1,1,181.07
798,321,4,4,186.77
799,322,3,1,185.37
800,322,24,3,73.56
801,323,15,3,34.48
802,323,9,1,56.6
803,324,2,3,27.3
804,324,26,4,135.13
805,325,4,1,187.72
806,326,5,2,27.31
807,327,12,3,63.19
808,327,24,3,58.22
809,327,6,4,160.82
810,328,9,4,64.2
811,328,26,2,123.55
812,328,4,1,144.9
813,328,6,4,160.15
814,329,6,3,193.97
815,329,20,2,117.58
816,329,16,1,236.67
817,329,14,1,217.08
818,330,21,2,13.78
819,330,22,1,38.14
820,330,14,2,234.58
821,331,12,4,58.62
822,331,5,1,28.93
823,331,1,2,230.44
824,331,17,4,244.4
825,332,3,3,183.68
826,332,8,3,35.24
827,333,17,4,195.8
828,334,27,4,198.64
829,334,15,4,32.52
830,334,3,4,190.01
831,334,11,4,38.83
832,335,4,1,161.04
833,336,27,3,187.35
834,337,21,3,15.66
835,337,12,2,61.82
836,338,11,4,45.92
837,338,23,4,203.47
838,338,4,2,142.82
839,338,1,3,206.79
840,339,23,2,165.57
841,339,16,4,179.35
842,339,4,2,152.16
843,340,4,4,192.42
844,340,7,2,200.85
845,341,4,1,182.11
846,341,21,1,16.53
847,341,25,4,124.32
848,342,16,1,169.35
849,342,18,4,40.18
850,343,23,2,198.06
851,343,4,3,160.09
852,344,14,2,259.75
853,344,9,3,55.24
854,344,10,2,137.97
855,344,5,3,25.0
856,345,23,2,208.95
857,345,7,3,182.83
858,345,22,2,31.8
859,346,17,3,220.62
860,346,23,3,166.19
861,347,19,4,172.48
862,347,22,3,36.64
863,347,14,1,246.19
864,347,1,1,209.89
865,348,7,2,187.0
866,349,22,1,30.66
867,349,23,2,212.22
868,349,25,3,110.66
869,350,4,2,173.71
870,350,24,4,71.7
871,350,8,3,37.65
872,350,23,4,203.97
873,351,14,3,257.95
874,351,18,3,29.23
875,351,7,4,212.76
876,351,27,3,197.9
877,352,25,2,117.82
878,352,10,1,137.77
879,353,6,1,202.21
880,353,13,3,102.48
881,354,5,3,22.68
882,354,1,2,205.95
883,354,2,3,21.25
884,355,25,3,125.9
885,356,26,3,130.41
886,356,3,3,185.64
887,356,17,2,195.59
888,356,17,2,183.81
889,357,18,1,35.24
890,357,12,2,49.87
891,357,22,3,31.64
892,357,10,4,126.22
893,358,4,4,176.86
894,359,21,2,15.36
895,359,2,3,25.83
896,360,26,4,147.31
897,360,9,3,58.15
898,360,1,3,251.42
899,360,17,4,240.83
900,361,2,2,22.49
901,361,11,1,45.18
902,361,6,1,217.97
903,361,21,2,12.47
904,362,27,4,188.37
905,362,21,1,16.43
906,362,24,1,72.65
907,362,15,1,31.63
908,363,3,3,141.72
909,364,19,3,187.56
910,365,13,4,120.46
911,365,14,4,207.23
912,365,22,1,29.07
913,365,21,1,15.92
914,366,23,3,216.62
915,367,10,3,154.72
916,368,10,4,153.63
917,369,13,1,136.7
918,369,16,2,180.52
919,369,5,3,28.08
920,369,21,3,12.88
921,370,18,2,39.43
922,371,2,4,19.96
923,372,10,3,125.8
924,373,14,2,253.9
925,373,6,3,165.5
926,374,4,1,147.81
927,374,25,4,125.9
928,375,10,3,148.94
929,376,7,4,220.41
930,377,12,2,48.03
931,377,4,1,154.0
932,377,7,4,190.71
933,378,20,2,149.42
934,378,19,3,172.26
935,378,14,3,195.53
936,379,26,4,114.46
937,379,9,2,64.29
938,380,16,3,203.04
939,380,25,1,101.48
940,380,6,1,196.25
941,381,27,2,191.2
942,381,9,1,62.11
943,381,24,1,57.79
944,382,27,4,225.82
945,383,2,4,24.69
946,383,21,3,16.21
947,384,8,3,42.75
948,384,5,1,25.48
949,384,13,1,116.64
950,384,22,2,30.52
951,385,15,2,25.78
952,385,24,3,73.77
953,386,8,2,41.01
954,387,9,1,54.66
955,388,17,3,248.97
956,388,13,4,121.27
957,389,2,3,28.41
958,390,23,3,224.89
959,391,19,2,170.9
960,391,13,3,129.33
961,391,19,1,177.45
962,392,13,2,143.29
963,392,17,3,210.01
964,392,16,1,227.28
965,393,15,1,25.85
966,393,17,2,228.46
967,394,6,1,163.72
968,394,22,3,30.41
969,395,16,4,218.65
970,396,19,4,147.88
971,396,1,2,199.14
972,397,5,1,27.0
973,397,19,2,147.02
974,398,6,4,187.66
975,398,20,1,165.06
976,398,24,3,73.67
977,399,7,4,200.28
978,400,6,4,167.85
979,400,20,2,123.33
980,400,20,3,149.43
981,400,6,3,201.49
